Linguistic,Logical-Mathematical,Spatial,Bodily-Kinesthetic,Musical,Interpersonal,Intrapersonal,Naturalistic,Programming,Data_Analysis,Creativity,Mechanical_Skills,Building_Skills,Communication,Empathy,Writing,Marketing,Design_Skills,Recommended_Career_1,Recommended_Career_2,Recommended_Career_3
32,89,70,69,59,41,98,28,1,0,1,0,0,1,1,1,1,1,UX/UI Designer,Content Writer,Software Developer
99,98,55,61,87,47,73,44,1,1,0,1,1,1,1,0,1,0,Mechanical Engineer,Graphic Designer,Psychologist
74,82,79,38,52,69,82,95,1,0,1,1,0,0,0,1,1,0,Teacher,Psychologist,Doctor
80,90,67,39,85,33,32,36,0,1,0,1,1,1,0,1,1,0,Marketing Manager,Mechanical Engineer,Teacher
41,44,77,43,45,85,39,25,0,1,1,1,1,0,1,0,0,0,Doctor,UX/UI Designer,Mechanical Engineer
31,93,85,32,41,50,92,23,1,1,1,1,1,1,0,0,1,0,Data Scientist,Digital Marketer,Teacher
67,24,31,63,88,65,83,35,0,0,1,0,1,0,0,0,0,1,Teacher,Graphic Designer,Lawyer
45,51,94,84,71,75,73,64,0,0,1,1,1,1,0,0,0,0,Mechanical Engineer,Content Writer,Civil Engineer
22,80,65,72,75,61,41,43,0,1,1,1,0,0,1,0,0,1,Content Writer,Doctor,Digital Marketer
39,43,97,51,20,22,71,39,0,1,0,1,1,1,1,0,0,0,Teacher,Doctor,Digital Marketer
64,31,74,53,100,83,83,38,0,1,0,1,0,0,0,0,0,0,Content Writer,Marketing Manager,Teacher
22,28,84,68,77,22,83,74,1,1,1,1,0,1,1,1,1,1,Software Developer,UX/UI Designer,Marketing Manager
91,56,33,39,92,64,76,29,0,1,1,1,0,0,0,1,0,0,Software Developer,Teacher,Graphic Designer
86,85,98,52,21,28,58,74,0,1,1,1,1,0,0,0,1,0,Civil Engineer,Teacher,Marketing Manager
34,46,59,42,70,58,94,76,0,0,1,0,1,0,0,0,1,1,Digital Marketer,Architect,Psychologist
75,97,83,64,79,97,88,36,0,0,1,1,0,1,1,1,0,1,Software Developer,Civil Engineer,Financial Analyst
25,58,99,90,94,65,86,61,0,1,0,1,0,0,0,1,1,1,Lawyer,Software Developer,Doctor
40,69,93,40,61,90,82,45,0,0,1,0,1,1,1,0,0,0,UX/UI Designer,Data Scientist,Mechanical Engineer
63,34,56,99,39,99,58,88,1,1,0,1,1,0,1,0,1,1,UX/UI Designer,Doctor,Content Writer
66,66,79,97,57,87,79,68,0,1,0,1,0,1,0,1,0,1,Graphic Designer,Psychologist,Teacher
74,59,21,84,34,58,61,76,1,1,1,1,0,0,1,0,1,0,Lawyer,Content Writer,Software Developer
40,82,31,86,26,100,33,98,1,1,1,0,1,0,0,1,1,0,Content Writer,Doctor,Architect
91,46,97,64,39,79,24,78,1,0,0,0,0,1,0,1,1,1,Data Scientist,Content Writer,Lawyer
31,37,48,83,78,36,72,65,0,0,0,1,0,1,1,0,1,0,Lawyer,Doctor,UX/UI Designer
40,90,34,37,70,63,36,54,1,1,1,0,1,0,0,1,1,0,Software Developer,Digital Marketer,Doctor
100,66,58,85,89,22,36,71,1,0,1,1,0,1,0,1,0,0,Software Developer,Lawyer,Doctor
83,90,55,57,56,52,76,20,1,1,1,0,1,1,1,0,0,0,Psychologist,Civil Engineer,Financial Analyst
41,100,64,33,89,53,45,64,0,1,0,0,0,1,0,0,0,1,Mechanical Engineer,Psychologist,UX/UI Designer
58,59,23,74,23,28,48,67,1,0,0,0,1,1,1,1,0,1,Doctor,Civil Engineer,Data Scientist
93,56,26,41,32,80,36,30,1,1,0,0,1,0,1,0,0,1,Marketing Manager,Software Developer,Financial Analyst
49,67,96,40,91,20,35,48,0,1,1,0,1,0,0,0,1,1,Graphic Designer,Architect,Data Scientist
94,41,60,69,32,31,63,44,1,0,0,1,0,0,0,0,1,0,Civil Engineer,Marketing Manager,Teacher
52,90,41,66,91,47,91,29,0,0,1,0,1,0,1,0,0,0,Doctor,Mechanical Engineer,Graphic Designer
79,40,87,57,71,47,47,54,1,1,0,1,1,0,1,1,0,0,Lawyer,Marketing Manager,Graphic Designer
34,64,47,85,30,35,48,80,1,0,0,1,0,0,1,0,0,1,Content Writer,Data Scientist,Civil Engineer
61,31,97,25,71,89,48,40,0,0,1,1,1,0,0,1,0,0,Architect,Financial Analyst,Civil Engineer
90,39,79,45,51,55,51,47,1,0,0,1,0,0,1,0,1,1,Psychologist,Marketing Manager,Architect
99,57,50,43,82,88,60,30,1,1,0,0,1,0,1,1,1,1,Doctor,Financial Analyst,Architect
34,41,39,68,99,37,46,24,1,1,0,1,0,1,0,1,1,1,Financial Analyst,Lawyer,Content Writer
91,20,86,23,44,20,98,61,1,1,1,1,1,0,1,1,1,1,UX/UI Designer,Civil Engineer,Software Developer
55,28,69,60,87,80,54,100,1,0,0,1,1,1,0,1,0,1,Software Developer,UX/UI Designer,Financial Analyst
28,35,20,66,72,45,76,89,1,1,0,0,0,0,0,1,1,0,Financial Analyst,Graphic Designer,Data Scientist
86,67,68,64,65,29,47,25,0,0,1,0,0,0,1,1,0,0,Civil Engineer,Teacher,Lawyer
74,48,54,96,45,24,81,66,0,1,1,1,0,1,1,1,0,0,Content Writer,Teacher,Civil Engineer
63,75,46,43,90,65,48,20,0,1,0,1,1,1,1,0,0,1,Financial Analyst,Mechanical Engineer,Content Writer
83,79,78,80,73,96,39,96,0,1,0,1,0,0,0,0,1,0,Mechanical Engineer,Data Scientist,Graphic Designer
46,24,93,70,35,68,44,42,1,1,0,1,1,0,1,0,1,1,Mechanical Engineer,Teacher,Data Scientist
67,51,53,57,43,97,62,41,1,0,1,1,0,0,1,0,0,1,Mechanical Engineer,Teacher,Data Scientist
56,54,100,44,36,95,97,53,0,0,1,0,1,0,1,1,1,0,Marketing Manager,Digital Marketer,Lawyer
26,91,95,20,96,21,73,26,1,1,1,0,1,0,1,1,1,1,Teacher,Marketing Manager,Content Writer
70,92,21,37,68,84,50,80,1,0,0,1,0,1,0,0,1,0,UX/UI Designer,Teacher,Data Scientist
55,70,53,32,46,39,89,23,0,1,0,1,0,1,1,1,1,0,UX/UI Designer,Psychologist,Mechanical Engineer
68,58,26,60,96,37,30,82,0,1,0,1,0,0,0,1,1,1,Software Developer,Digital Marketer,Doctor
25,48,80,91,48,98,82,78,1,1,0,1,1,1,1,1,0,1,Mechanical Engineer,Doctor,Graphic Designer
93,42,35,44,50,45,48,81,0,1,0,1,0,1,0,0,1,0,Content Writer,Teacher,Civil Engineer
70,49,67,84,68,40,56,91,1,0,0,0,1,0,1,1,1,1,Mechanical Engineer,Psychologist,UX/UI Designer
71,34,75,45,97,73,80,98,1,1,1,0,0,0,1,0,1,0,Civil Engineer,Financial Analyst,Graphic Designer
51,24,34,61,67,36,76,35,1,1,1,1,1,0,1,0,0,1,Content Writer,Mechanical Engineer,Software Developer
26,55,82,41,79,39,73,59,1,0,0,0,0,1,1,1,0,0,Psychologist,Mechanical Engineer,Software Developer
100,51,40,24,70,65,75,70,1,0,1,0,1,0,0,1,1,1,Graphic Designer,Civil Engineer,Mechanical Engineer
69,22,51,32,89,68,52,73,0,0,0,1,0,0,0,0,0,0,Software Developer,Architect,Data Scientist
38,90,31,74,88,39,75,80,1,0,1,0,1,1,1,1,0,0,Digital Marketer,Content Writer,Doctor
83,59,29,95,29,55,76,90,0,0,0,0,1,0,0,0,0,0,Mechanical Engineer,Teacher,Content Writer
63,71,20,38,37,48,50,49,1,1,1,1,1,0,1,0,1,1,Content Writer,Mechanical Engineer,UX/UI Designer
59,99,73,26,94,68,95,71,1,1,1,1,1,0,1,1,1,0,Mechanical Engineer,UX/UI Designer,Digital Marketer
35,69,75,79,76,94,48,48,0,1,0,0,0,0,0,0,1,0,Mechanical Engineer,Graphic Designer,Doctor
51,88,23,88,65,26,87,26,1,1,0,0,1,1,0,0,0,0,Doctor,Mechanical Engineer,Marketing Manager
59,50,28,74,52,58,76,63,1,0,1,1,0,0,0,1,1,0,Teacher,Graphic Designer,Financial Analyst
66,74,98,56,40,74,81,42,1,1,0,0,1,1,0,1,0,0,Software Developer,UX/UI Designer,Data Scientist
94,77,32,20,54,35,78,86,0,1,0,0,0,1,1,1,0,0,UX/UI Designer,Data Scientist,Doctor
73,47,88,33,27,87,27,57,0,1,0,1,0,1,1,0,0,1,Digital Marketer,Doctor,Psychologist
82,68,58,64,82,44,60,90,1,0,1,1,1,0,0,0,0,1,Marketing Manager,Civil Engineer,Mechanical Engineer
24,47,94,43,97,95,50,35,1,1,0,1,0,1,1,1,0,0,Mechanical Engineer,Civil Engineer,Content Writer
89,36,21,90,100,95,97,48,0,1,1,0,1,1,1,1,0,0,Psychologist,Graphic Designer,Doctor
98,74,67,39,90,88,44,73,0,0,1,1,0,0,1,0,1,0,Software Developer,Financial Analyst,Teacher
87,41,60,54,21,89,100,33,1,1,1,1,0,0,1,0,1,1,Lawyer,Civil Engineer,Psychologist
57,81,83,67,100,61,61,65,1,1,0,1,1,1,0,0,1,1,Architect,Software Developer,Mechanical Engineer
30,91,76,83,63,20,70,79,1,0,1,0,1,1,1,0,1,1,Financial Analyst,Psychologist,Teacher
73,51,47,45,61,45,35,36,0,0,0,1,0,0,0,0,0,1,Data Scientist,UX/UI Designer,Content Writer
22,54,28,46,75,20,79,64,0,0,1,0,0,1,1,1,1,1,Graphic Designer,Financial Analyst,Lawyer
25,68,38,43,30,86,45,88,0,0,0,1,1,0,0,0,0,0,Mechanical Engineer,Lawyer,Psychologist
71,62,48,23,66,100,96,30,0,1,1,0,1,0,0,1,1,1,Graphic Designer,Digital Marketer,Civil Engineer
98,63,93,42,74,93,38,66,0,1,1,1,0,0,0,0,0,0,Marketing Manager,Lawyer,Graphic Designer
100,95,99,35,92,68,26,41,1,1,1,1,1,0,1,1,0,1,Content Writer,Graphic Designer,UX/UI Designer
27,79,78,71,62,55,51,47,1,0,0,0,0,0,0,1,1,1,Doctor,Lawyer,Civil Engineer
28,69,39,63,86,96,100,42,1,1,1,0,1,0,0,0,0,1,Software Developer,Financial Analyst,Digital Marketer
82,90,66,67,83,62,38,45,0,1,0,0,1,0,0,1,1,1,Content Writer,Data Scientist,Teacher
29,25,97,36,64,50,39,50,0,1,0,1,1,1,1,0,1,0,Digital Marketer,Teacher,Software Developer
21,78,31,26,77,28,41,22,1,0,0,0,0,1,1,1,0,0,Architect,Software Developer,Mechanical Engineer
79,85,37,65,39,22,23,52,0,0,1,0,0,0,0,1,1,0,Graphic Designer,Lawyer,Mechanical Engineer
21,51,25,99,33,62,55,62,0,0,0,0,1,0,0,1,0,1,Marketing Manager,Graphic Designer,Doctor
21,37,41,24,38,21,69,43,1,1,1,1,1,0,0,0,0,0,Doctor,Digital Marketer,Content Writer
97,70,56,36,56,56,86,70,0,1,1,0,0,0,1,0,0,1,Marketing Manager,Graphic Designer,Lawyer
92,61,20,75,86,77,68,60,1,0,1,1,1,1,0,1,1,1,UX/UI Designer,Data Scientist,Software Developer
96,93,95,47,84,99,83,95,1,1,0,0,1,0,0,0,0,1,Software Developer,Financial Analyst,Content Writer
57,27,71,50,94,24,48,77,1,1,0,1,1,0,1,0,1,1,Data Scientist,Graphic Designer,Doctor
72,55,39,39,92,39,35,30,1,0,0,0,0,1,1,1,0,1,Lawyer,Content Writer,Civil Engineer
79,79,78,98,60,55,59,44,1,0,0,0,0,0,0,1,0,0,Marketing Manager,Teacher,Graphic Designer
47,23,79,89,37,80,51,95,0,0,0,1,1,1,0,0,0,1,Software Developer,Marketing Manager,Financial Analyst
45,87,36,100,65,45,42,92,1,0,0,1,1,1,1,0,0,1,Civil Engineer,Psychologist,Graphic Designer
46,77,100,94,36,44,34,42,0,0,1,1,1,1,0,0,1,1,Psychologist,Teacher,Data Scientist
73,65,97,59,98,53,23,36,0,0,1,1,0,1,0,1,1,1,Content Writer,UX/UI Designer,Architect
53,85,22,60,80,99,67,71,1,0,0,0,0,1,0,1,0,1,Content Writer,Doctor,Mechanical Engineer
28,94,71,80,45,84,75,75,1,1,0,0,1,0,0,1,1,0,Mechanical Engineer,Software Developer,Architect
75,94,29,66,26,62,85,77,1,0,1,0,1,0,0,0,0,0,Doctor,Lawyer,Architect
56,57,55,64,31,81,73,66,0,1,1,0,1,1,0,1,0,0,Content Writer,Graphic Designer,Civil Engineer
47,55,70,99,59,56,68,68,1,0,0,1,1,0,0,1,1,1,Graphic Designer,Marketing Manager,Mechanical Engineer
45,36,54,42,40,22,50,85,1,0,0,1,0,1,0,1,1,1,Data Scientist,Marketing Manager,Digital Marketer
63,36,87,49,31,96,51,33,0,1,0,0,0,0,1,0,0,1,Civil Engineer,Doctor,Content Writer
48,79,52,26,60,65,89,64,1,0,1,0,1,0,0,0,1,1,Mechanical Engineer,Software Developer,Psychologist
24,91,70,99,100,69,97,56,1,1,0,0,0,1,1,0,1,0,Mechanical Engineer,Marketing Manager,Psychologist
43,52,88,62,27,28,85,48,0,1,0,0,1,1,0,1,0,1,Mechanical Engineer,Civil Engineer,Data Scientist
27,45,88,86,39,47,66,43,1,0,0,0,1,0,0,0,0,0,Mechanical Engineer,Content Writer,Data Scientist
88,22,45,69,81,60,80,27,1,0,1,1,1,0,1,1,1,1,Psychologist,Data Scientist,Architect
36,96,40,79,87,48,61,74,1,0,0,1,0,1,1,0,0,0,UX/UI Designer,Marketing Manager,Graphic Designer
34,43,83,53,77,28,71,100,0,0,1,0,0,1,0,1,0,1,Digital Marketer,Psychologist,Lawyer
57,94,69,79,84,50,64,46,0,0,0,0,0,0,1,0,1,1,Psychologist,Doctor,Content Writer
61,31,50,82,50,98,76,64,1,1,0,1,0,0,1,1,1,1,Lawyer,Digital Marketer,Civil Engineer
96,83,86,96,31,38,62,36,0,1,0,0,1,0,1,0,1,1,Teacher,UX/UI Designer,Marketing Manager
47,46,40,96,32,31,79,49,0,1,1,0,0,0,1,1,1,1,Lawyer,Psychologist,Digital Marketer
41,24,41,71,95,23,77,75,1,1,1,1,1,1,0,1,0,1,Mechanical Engineer,Digital Marketer,Data Scientist
72,67,42,41,48,46,21,79,0,1,0,0,1,0,1,0,0,0,Architect,Marketing Manager,Civil Engineer
100,81,29,93,63,57,20,22,1,0,1,1,1,1,0,0,1,0,Software Developer,Architect,Financial Analyst
65,59,23,69,27,90,82,72,1,1,0,1,1,1,1,0,1,1,Architect,Marketing Manager,Lawyer
92,63,31,53,38,71,90,85,1,0,1,0,1,0,0,0,0,1,Marketing Manager,Content Writer,Mechanical Engineer
71,38,87,87,89,59,98,81,0,0,0,1,1,0,1,1,0,0,Lawyer,Digital Marketer,Software Developer
77,74,97,75,65,34,86,22,1,0,1,0,1,1,1,1,1,1,Digital Marketer,Architect,Graphic Designer
87,91,56,87,37,65,28,59,0,1,1,1,0,1,0,0,1,0,Marketing Manager,Lawyer,Psychologist
44,85,21,39,58,68,24,30,0,0,1,0,0,1,0,1,1,0,Lawyer,Content Writer,Financial Analyst
32,22,91,28,25,37,34,52,1,0,0,0,1,1,0,1,1,1,Graphic Designer,Content Writer,Mechanical Engineer
86,37,29,40,58,89,92,32,1,1,0,1,0,0,1,0,1,0,Graphic Designer,Digital Marketer,Content Writer
51,33,97,90,60,50,78,41,1,0,0,0,1,1,0,1,0,1,Psychologist,Doctor,Data Scientist
82,79,31,100,56,39,33,37,1,1,1,1,0,0,1,0,0,0,Financial Analyst,Architect,Digital Marketer
98,90,64,52,85,93,28,62,0,0,0,1,1,0,0,0,1,0,Mechanical Engineer,Architect,Doctor
95,23,61,84,89,45,48,100,1,1,0,0,0,0,0,0,0,0,Teacher,Financial Analyst,Data Scientist
57,70,41,38,92,75,89,37,1,1,0,0,1,1,1,0,0,0,Financial Analyst,Teacher,Psychologist
71,32,69,29,75,51,36,59,1,0,0,1,0,1,1,1,0,1,Mechanical Engineer,UX/UI Designer,Marketing Manager
37,91,43,49,33,68,23,29,1,0,1,1,1,0,1,0,1,0,Mechanical Engineer,Software Developer,Marketing Manager
41,86,84,48,72,46,62,96,1,1,1,0,1,0,1,1,1,0,Psychologist,UX/UI Designer,Content Writer
76,48,28,29,73,63,92,80,1,0,1,1,0,0,0,0,1,0,Mechanical Engineer,Psychologist,Civil Engineer
31,22,27,68,53,56,22,59,0,0,0,0,1,1,1,0,1,1,Digital Marketer,UX/UI Designer,Financial Analyst
66,32,96,24,94,20,72,72,0,1,1,1,1,0,0,0,1,1,Civil Engineer,UX/UI Designer,Digital Marketer
74,86,99,24,33,77,93,89,1,0,0,1,0,1,0,1,1,1,Content Writer,Data Scientist,Psychologist
98,73,66,22,65,56,67,33,0,1,0,1,1,0,1,1,1,1,Lawyer,Mechanical Engineer,Doctor
33,56,60,95,86,22,56,77,1,0,1,1,1,1,0,0,0,0,Psychologist,UX/UI Designer,Doctor
42,35,85,79,85,93,78,88,0,1,0,0,1,0,0,1,0,1,Teacher,Lawyer,Software Developer
59,56,46,58,22,49,48,75,0,1,1,0,0,0,1,0,0,1,UX/UI Designer,Teacher,Doctor
94,34,78,75,68,80,70,68,0,1,0,1,0,0,1,1,0,0,Architect,Teacher,Mechanical Engineer
89,97,31,41,33,100,83,84,0,1,0,1,0,1,1,0,1,0,Mechanical Engineer,Doctor,Digital Marketer
73,31,97,27,35,87,76,28,1,1,1,1,0,0,0,1,0,1,Architect,Doctor,Teacher
21,22,35,40,38,72,46,89,1,0,1,1,1,1,1,0,0,1,Civil Engineer,Software Developer,Architect
57,29,35,86,70,46,98,22,1,1,0,0,1,0,1,1,1,1,Lawyer,Data Scientist,Marketing Manager
45,26,89,55,45,22,56,86,0,0,1,0,0,0,1,0,0,0,Digital Marketer,Data Scientist,Architect
90,64,76,68,24,45,98,99,0,1,1,0,0,1,1,1,1,1,Data Scientist,Architect,UX/UI Designer
68,89,48,54,82,55,83,100,0,1,1,1,0,1,1,0,0,0,Lawyer,Architect,Content Writer
95,49,99,87,44,43,46,44,0,1,0,1,1,0,1,0,1,1,UX/UI Designer,Mechanical Engineer,Doctor
96,76,94,56,85,41,72,91,0,1,0,0,0,0,1,1,0,0,Data Scientist,Financial Analyst,Architect
60,29,51,63,71,59,64,45,0,1,1,0,1,0,0,0,1,0,Teacher,Data Scientist,Financial Analyst
80,97,44,70,100,87,37,34,1,0,0,1,1,0,1,0,0,1,Civil Engineer,Graphic Designer,Doctor
32,31,68,48,66,21,94,94,0,0,1,0,0,0,0,1,1,1,Lawyer,Software Developer,UX/UI Designer
75,97,53,68,21,72,92,39,0,1,0,1,1,0,1,0,0,1,UX/UI Designer,Psychologist,Digital Marketer
57,63,80,64,93,87,41,44,1,1,1,1,0,0,0,1,1,0,Architect,UX/UI Designer,Lawyer
58,38,27,85,72,28,76,45,1,0,0,0,1,0,1,1,1,1,Data Scientist,Mechanical Engineer,Software Developer
62,83,46,100,84,50,47,35,0,1,0,0,1,0,0,1,0,1,Psychologist,Civil Engineer,Digital Marketer
64,75,77,53,100,82,63,79,0,1,1,1,1,1,0,1,1,1,Architect,Doctor,Mechanical Engineer
83,79,93,38,56,46,59,29,0,0,1,0,1,1,0,1,0,0,Architect,Psychologist,Mechanical Engineer
50,78,47,24,72,24,66,29,1,0,1,1,1,1,1,0,0,1,Teacher,Software Developer,Psychologist
54,35,31,57,89,41,20,82,1,1,0,1,0,0,1,1,0,1,Financial Analyst,Mechanical Engineer,Psychologist
59,73,85,22,40,40,65,97,1,1,1,1,0,1,0,0,1,1,Architect,Financial Analyst,Content Writer
39,85,27,69,91,73,72,73,0,1,0,0,0,1,0,0,0,1,Teacher,Lawyer,UX/UI Designer
92,45,85,31,51,64,95,52,0,1,1,0,1,0,0,0,0,1,Teacher,Architect,Marketing Manager
20,27,51,44,85,25,37,37,1,1,0,1,1,1,0,0,0,0,Financial Analyst,Doctor,Software Developer
40,66,24,84,50,52,92,31,1,1,0,0,1,1,1,0,1,0,Teacher,Architect,Civil Engineer
97,45,54,75,73,81,49,78,0,0,1,0,0,1,1,1,0,0,Software Developer,Data Scientist,Doctor
71,97,51,100,87,87,53,48,0,1,0,1,1,0,0,1,0,1,Financial Analyst,UX/UI Designer,Software Developer
38,46,20,45,74,80,45,51,0,1,0,0,0,0,0,1,1,1,Psychologist,Financial Analyst,Civil Engineer
43,74,80,68,37,81,42,75,0,0,0,0,0,1,1,0,1,0,Graphic Designer,Data Scientist,Psychologist
97,87,83,30,57,42,52,27,1,1,0,1,1,1,0,1,1,0,Data Scientist,Doctor,Software Developer
78,99,51,57,81,84,22,81,0,1,1,1,1,1,1,1,0,0,Graphic Designer,Digital Marketer,Teacher
78,57,94,86,80,100,69,61,0,0,0,1,0,1,0,1,1,0,Software Developer,Teacher,Mechanical Engineer
28,86,28,71,60,28,29,99,1,1,1,0,0,0,1,1,1,1,UX/UI Designer,Psychologist,Lawyer
64,42,37,81,42,89,59,36,1,0,1,1,1,0,0,1,1,1,Data Scientist,Graphic Designer,Psychologist
32,33,29,24,21,39,92,100,1,1,1,0,1,1,0,1,1,0,Doctor,Data Scientist,Financial Analyst
48,36,66,24,72,59,39,96,1,0,1,0,0,0,0,1,0,0,Content Writer,Psychologist,Software Developer
54,100,38,54,32,67,85,63,1,1,1,1,0,0,0,0,1,0,Doctor,Digital Marketer,Software Developer
58,93,96,78,71,83,73,43,1,0,1,1,0,1,1,0,0,0,Lawyer,Financial Analyst,Data Scientist
94,66,68,87,32,46,70,34,1,0,1,1,0,1,0,0,1,0,Psychologist,Content Writer,Digital Marketer
59,65,84,56,28,96,66,83,0,0,0,1,0,0,0,0,1,0,Lawyer,Doctor,Software Developer
51,48,98,39,51,61,89,38,1,0,0,0,1,0,0,1,0,0,Architect,Financial Analyst,Teacher
93,51,98,32,98,27,78,22,0,0,0,0,0,1,0,1,1,1,Doctor,Financial Analyst,Software Developer
63,54,56,97,96,57,31,37,1,0,0,1,0,0,0,0,0,0,Lawyer,Teacher,Doctor
50,93,65,84,44,77,95,27,1,0,0,1,1,1,1,1,0,1,Civil Engineer,Graphic Designer,Lawyer
84,88,21,61,38,54,100,49,1,1,0,1,1,1,0,0,1,1,Lawyer,Data Scientist,Architect
61,53,71,37,64,23,73,72,1,1,1,1,1,1,1,0,0,1,Content Writer,Mechanical Engineer,Graphic Designer
53,78,86,76,43,98,20,34,1,1,0,1,0,0,1,1,1,0,Doctor,Data Scientist,Marketing Manager
98,78,86,63,55,75,61,37,0,1,0,1,1,0,1,0,0,0,Marketing Manager,Software Developer,Architect
81,58,40,63,44,43,84,74,0,0,1,0,1,1,0,1,1,1,Content Writer,Mechanical Engineer,Doctor
76,73,56,45,40,74,82,58,0,1,1,0,0,1,1,1,1,0,Content Writer,Graphic Designer,Data Scientist
57,50,97,24,60,57,60,76,1,0,1,1,1,1,1,0,1,1,Content Writer,Doctor,Architect
39,34,36,24,70,43,66,26,1,1,0,1,0,0,1,1,0,1,UX/UI Designer,Psychologist,Marketing Manager
75,31,25,86,79,57,49,48,0,1,1,1,0,1,1,0,0,1,Digital Marketer,Civil Engineer,Data Scientist
27,48,44,38,69,100,54,58,0,1,1,1,0,0,1,1,1,1,Digital Marketer,Architect,Psychologist
24,66,97,44,69,36,87,59,0,1,0,0,1,0,1,1,0,0,Architect,Mechanical Engineer,Graphic Designer
75,69,89,45,30,84,87,60,1,0,0,0,0,0,1,0,0,0,Graphic Designer,Civil Engineer,Psychologist
26,94,88,34,80,82,47,56,0,0,0,0,0,1,0,1,1,0,Marketing Manager,Architect,Data Scientist
42,93,93,95,91,36,22,66,0,1,0,0,1,1,0,1,0,0,Civil Engineer,Marketing Manager,Digital Marketer
81,69,84,35,59,21,96,20,0,0,1,0,1,0,1,1,1,0,Mechanical Engineer,Marketing Manager,Psychologist
76,46,59,46,79,93,95,58,1,1,0,0,0,1,0,1,0,0,UX/UI Designer,Doctor,Content Writer
35,51,81,44,34,63,90,78,1,0,0,1,0,1,0,0,1,0,Mechanical Engineer,Digital Marketer,Civil Engineer
42,65,76,41,52,33,79,42,1,1,0,1,0,1,0,0,0,0,Teacher,Data Scientist,Doctor
82,27,68,75,46,25,68,96,1,0,1,1,0,0,1,0,0,1,Civil Engineer,Graphic Designer,Financial Analyst
40,88,83,46,23,46,82,29,0,1,1,1,0,0,0,0,0,0,Data Scientist,Civil Engineer,Financial Analyst
45,66,49,77,33,87,52,73,0,0,0,0,0,0,0,0,1,1,Architect,Financial Analyst,UX/UI Designer
96,36,41,91,46,30,29,93,0,0,1,1,1,1,0,1,0,0,Architect,Data Scientist,Software Developer
35,40,93,45,39,47,76,96,1,0,1,0,0,0,1,0,1,0,Psychologist,Data Scientist,Architect
64,30,32,46,87,55,71,89,1,1,0,1,0,0,0,1,0,1,UX/UI Designer,Content Writer,Teacher
21,75,63,25,83,92,55,23,1,1,1,1,1,1,1,0,0,0,Lawyer,UX/UI Designer,Civil Engineer
57,93,26,41,36,60,53,49,1,0,1,1,1,1,1,1,1,0,UX/UI Designer,Doctor,Mechanical Engineer
49,96,90,53,36,77,64,55,0,1,0,1,1,1,1,0,1,0,Psychologist,Architect,Software Developer
94,59,84,42,42,26,59,35,1,0,1,0,0,1,0,0,0,1,Data Scientist,Psychologist,UX/UI Designer
47,73,53,49,84,75,63,83,0,1,0,0,1,0,1,1,1,0,Graphic Designer,Software Developer,Data Scientist
47,100,46,46,20,31,83,73,0,0,0,1,0,1,1,0,0,0,Digital Marketer,Graphic Designer,Data Scientist
61,88,61,71,69,80,34,28,0,1,1,0,1,1,0,0,1,0,Lawyer,Marketing Manager,Teacher
35,49,26,25,36,25,29,94,0,0,0,1,0,0,1,0,0,1,Data Scientist,Marketing Manager,Civil Engineer
72,59,87,79,50,33,26,45,1,1,1,0,0,0,1,0,0,1,Software Developer,Teacher,UX/UI Designer
23,39,71,70,27,100,62,48,1,1,0,1,0,1,1,0,1,1,Psychologist,Civil Engineer,Marketing Manager
67,48,31,20,97,91,90,38,1,0,1,0,1,0,0,1,1,0,Software Developer,Digital Marketer,Teacher
38,35,79,94,83,75,51,32,1,1,0,1,0,1,1,0,1,0,Lawyer,Digital Marketer,Marketing Manager
42,51,91,82,66,54,96,55,0,1,1,1,0,0,1,1,1,0,Mechanical Engineer,Marketing Manager,Graphic Designer
30,44,33,35,81,45,100,20,1,0,1,1,0,1,1,0,0,1,Lawyer,Psychologist,Architect
99,80,73,37,71,90,75,78,1,0,0,1,1,1,0,0,0,0,Digital Marketer,Civil Engineer,Doctor
71,48,95,33,35,40,40,42,0,1,1,0,0,0,0,0,0,1,Mechanical Engineer,Psychologist,Architect
95,64,20,40,60,92,29,62,0,0,1,0,1,1,1,0,1,1,Content Writer,Psychologist,Financial Analyst
51,25,86,72,81,84,88,62,1,1,1,1,0,0,0,0,0,1,Digital Marketer,Mechanical Engineer,Software Developer
57,30,21,62,56,83,84,41,0,0,1,0,1,1,0,1,1,0,Doctor,Civil Engineer,Digital Marketer
80,98,45,83,50,48,68,21,1,0,0,1,0,0,1,1,1,0,Architect,Teacher,Civil Engineer
80,23,35,84,87,34,64,94,1,1,0,1,0,0,0,0,1,1,Mechanical Engineer,Digital Marketer,Psychologist
60,89,78,30,20,59,35,52,0,1,0,1,0,1,0,1,0,0,Doctor,Graphic Designer,Data Scientist
85,38,95,100,63,46,36,50,0,1,1,0,0,0,0,1,0,0,Digital Marketer,Doctor,Teacher
45,77,80,72,63,88,33,47,0,0,0,0,1,1,0,1,0,0,Doctor,Civil Engineer,Content Writer
61,47,97,93,89,38,63,24,0,1,1,0,0,0,1,1,1,0,UX/UI Designer,Mechanical Engineer,Doctor
100,44,52,37,25,96,22,82,1,1,1,0,1,1,0,1,0,1,Architect,Marketing Manager,Psychologist
56,70,95,54,34,70,86,62,0,0,0,1,1,0,0,1,0,0,Graphic Designer,Teacher,Mechanical Engineer
46,71,30,86,63,46,26,49,0,0,1,1,1,0,1,1,0,1,Civil Engineer,Software Developer,Data Scientist
